username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Palomeque,Ecuador,Double or Twin Room,1 night,Couple,04-08-2024 00:00:00,Excelente,10.0,es,El espacio verde y sus instalaciones,,title: Excelente. liked: El espacio verde y sus instalaciones.,,0,0,
Merchan,Ecuador,Double or Twin Room,2 nights,Couple,04-08-2024 00:00:00,Exceptional,10.0,es,"Muy cómodo, excelente precio. Muy amables",Todo estuvo perfecto,"title: Exceptional. liked: Muy cómodo, excelente precio. Muy amables. disliked: Todo estuvo perfecto.",,0,0,
Belen,Ecuador,Double or Twin Room,1 night,Couple,04-08-2024 00:00:00,"Excelente, se los recomiendo",10.0,es,"El establecimiento es muy bello y los cuartos son muy bonitos y cómodos, el baño es muy limpio y dispone de agua caliente",,"title: Excelente, se los recomiendo. liked: El establecimiento es muy bello y los cuartos son muy bonitos y cómodos, el baño es muy limpio y dispone de agua caliente.",,0,0,
Jonatan,Ecuador,Double or Twin Room,2 nights,Couple,04-01-2024 00:00:00,Superb,9.0,es,Limpio y buena atención.,"La cama muy suave e incómoda, almohadas irregulares (con bolas), la ducha con problema de chorro de agua.","title: Superb. liked: Limpio y buena atención. disliked: La cama muy suave e incómoda, almohadas irregulares (con bolas), la ducha con problema de chorro de agua.",,0,0,
Andrea,Colombia,Triple Room with Private Bathroom,1 night,Group,03-30-2024 00:00:00,Muy buena,9.0,es,"Realmente es muy cerca a todo, solo que para llegar hay una pequeña cuesta , lo mejor es pagar taxi que cobra dolar cincuenta.",En la habitación hacía un poco de calor,"title: Muy buena. liked: Realmente es muy cerca a todo, solo que para llegar hay una pequeña cuesta , lo mejor es pagar taxi que cobra dolar cincuenta. disliked: En la habitación hacía un poco de calor.",,0,0,
Thorsten,Germany,Triple Room with Private Bathroom,1 night,Family,03-27-2024 00:00:00,Gute Unterkunft in Baños,8.0,de,"Zentrale Unterkunft in Baños. Das Frühstück mit Obst, Rührei und Brot ist ok.",,"title: Gute Unterkunft in Baños. liked: Zentrale Unterkunft in Baños. Das Frühstück mit Obst, Rührei und Brot ist ok.",,0,0,
Luis,Ecuador,Quadruple Room,3 nights,Family,03-26-2024 00:00:00,Un lindo lugar para disfrutar en familia,8.0,es,"Muy bonitas las instalaciones del hotel muchas áreas verdes, áreas sociales la decoración","Mantenimiento de las áreas verdes, más opciones de desayuno","title: Un lindo lugar para disfrutar en familia. liked: Muy bonitas las instalaciones del hotel muchas áreas verdes, áreas sociales la decoración. disliked: Mantenimiento de las áreas verdes, más opciones de desayuno.",,0,0,
Melindabruno,Ecuador,Quadruple Room,2 nights,Family,03-25-2024 00:00:00,Exceptional,10.0,xm,La amabilidad de las personas que laboran ahí.,No fuimos en carro y fue un poco difícil subir caminando pero de todas formas nos fuimos muy felices con nuestra estadía.,title: Exceptional. liked: La amabilidad de las personas que laboran ahí. disliked: No fuimos en carro y fue un poco difícil subir caminando pero de todas formas nos fuimos muy felices con nuestra estadía.,,0,0,
Arturo,Ecuador,Double or Twin Room,1 night,Couple,03-23-2024 00:00:00,Exceptional,10.0,es,"El entrenamiento ping pong , el futbolin etc",Nada todo bien,"title: Exceptional. liked: El entrenamiento ping pong , el futbolin etc. disliked: Nada todo bien.",,0,0,
Sanchez,Ecuador,Single Room,1 night,Solo traveller,03-22-2024 00:00:00,Placentero descanso en vacaciones,10.0,es,"Me gustó la atención, y sobre todo la habitación me brindaron suficientes implementó de aseo la ubicación de toallas para rostro para cuerpo y para pies, una atención personalizada y única, el aseo de la habitación fue personalizada y todo en excelentes condiciones.",,"title: Placentero descanso en vacaciones. liked: Me gustó la atención, y sobre todo la habitación me brindaron suficientes implementó de aseo la ubicación de toallas para rostro para cuerpo y para pies, una atención personalizada y única, el aseo de la habitación fue personalizada y todo en excelentes condiciones.",,0,0,
Cuñez,Ecuador,Double or Twin Room,1 night,Couple,03-14-2024 00:00:00,VERY GOOD MIS AND MISTER,8.0,es,La verdad me gustó la vista a toda la ciudad muy bonito la verdad,,title: VERY GOOD MIS AND MISTER. liked: La verdad me gustó la vista a toda la ciudad muy bonito la verdad.,,0,0,
Jorge,Ecuador,Single Room,1 night,Group,03-08-2024 00:00:00,"Estancia rapida, pero de descanso",10.0,es,"La vista, la ubicacion tenia una vista de la ciudad de baños muy provilegiada",Todo estuvo bien,"title: Estancia rapida, pero de descanso. liked: La vista, la ubicacion tenia una vista de la ciudad de baños muy provilegiada. disliked: Todo estuvo bien.",,0,0,
Emerson,Ecuador,Double or Twin Room,2 nights,Couple,03-04-2024 00:00:00,Estancia recomendada.,10.0,es,La habitación era espaciosa y tenía todo limpio.,El wifi tenía una intensidad débil hasta mi habitación.,title: Estancia recomendada. liked: La habitación era espaciosa y tenía todo limpio. disliked: El wifi tenía una intensidad débil hasta mi habitación.,,0,0,
Melisa,Ecuador,Triple Room with Private Bathroom,2 nights,Group,02-27-2024 00:00:00,Calidad de hostal,10.0,es,Sus vistas,Muy alto para subir jeje,title: Calidad de hostal. liked: Sus vistas. disliked: Muy alto para subir jeje.,,0,0,
Manuel,Ecuador,Double or Twin Room,1 night,Family,02-26-2024 00:00:00,Excelente lugar. Recomendado 👍,9.0,es,"La tranquilidad del lugar. La atención del personal, siempre presto a responder y atender lo que se requería. Recomendado 100%. Regresaremos pronto.",Talvez implementar el servicio de restaurante en varios horarios. Pero de manera general excelente lugar.,"title: Excelente lugar. Recomendado 👍. liked: La tranquilidad del lugar. La atención del personal, siempre presto a responder y atender lo que se requería. Recomendado 100%. Regresaremos pronto. disliked: Talvez implementar el servicio de restaurante en varios horarios. Pero de manera general excelente lugar.",,0,0,
Paola,Ecuador,Double or Twin Room,1 night,Family,02-22-2024 00:00:00,Very good,8.0,es,"Las instalaciones limpias, la ubicación cerca al centro, el desayuno muy rico.",Todo bien.,"title: Very good. liked: Las instalaciones limpias, la ubicación cerca al centro, el desayuno muy rico. disliked: Todo bien.",,0,0,
Body-ride,Argentina,Single Room,1 night,Solo traveller,02-20-2024 00:00:00,Exceptional,10.0,es,el personal muy amable y el lugar excelente,,title: Exceptional. liked: el personal muy amable y el lugar excelente.,,0,0,
Carolina,Ecuador,Double or Twin Room,1 night,Family,02-13-2024 00:00:00,Superb,9.0,es,"El poder llevar a nuestros peluditos es la gran ventaja que nos dió este lugar, gracias",,"title: Superb. liked: El poder llevar a nuestros peluditos es la gran ventaja que nos dió este lugar, gracias.",,0,0,
Cristina,Chile,Double or Twin Room,2 nights,Couple,02-12-2024 00:00:00,Very good,8.0,es,"El desayuno era muy variado y rico, contundente. Muy amable el personal y la habitación limpia, estaba cerca de todo y al mismo tiempo estaba en un sector tranquilo y seguro.",,"title: Very good. liked: El desayuno era muy variado y rico, contundente. Muy amable el personal y la habitación limpia, estaba cerca de todo y al mismo tiempo estaba en un sector tranquilo y seguro.",,0,0,
Yuriy,Russia,Single Room,1 night,Group,02-11-2024 00:00:00,Exceptional,10.0,ru,Великолепный хостел! За мою нынешнюю поездку по Ла Америке это уже двадцатый и пока лучший в номинации цена/качество! Рекомендую!,,title: Exceptional. liked: Великолепный хостел! За мою нынешнюю поездку по Ла Америке это уже двадцатый и пока лучший в номинации цена/качество! Рекомендую!,,0,0,
Pedro,Spain,Single Room,1 night,Solo traveller,02-09-2024 00:00:00,Exceptional,10.0,es,Maravilloso trato de entrada y salida. Me indicaron por teléfono donde llegar. La moto quedó aparcada muy segura y bajo techo,Nada,title: Exceptional. liked: Maravilloso trato de entrada y salida. Me indicaron por teléfono donde llegar. La moto quedó aparcada muy segura y bajo techo. disliked: Nada.,,0,0,
Jean-pierre,France,Single Room,1 night,Solo traveller,02-07-2024 00:00:00,Superb,9.0,fr,L' accueil et le rapport qualité prix,Hôtel place en dessus d une côte,title: Superb. liked: L' accueil et le rapport qualité prix. disliked: Hôtel place en dessus d une côte.,,0,0,
Constante,Ecuador,Double or Twin Room,2 nights,Family,02-05-2024 00:00:00,Muy agradable,9.0,es,Bien me gustó,,title: Muy agradable. liked: Bien me gustó.,,0,0,
Jaime,Colombia,Double or Twin Room,2 nights,Family,02-04-2024 00:00:00,Muy agradable,9.0,es,Muy cómodo,,title: Muy agradable. liked: Muy cómodo.,,0,0,
Gómez,Ecuador,Double or Twin Room,1 night,Couple,01-30-2024 00:00:00,Excelente atención e instalaciones limpias,10.0,es,Limpieza,El colchón,title: Excelente atención e instalaciones limpias. liked: Limpieza. disliked: El colchón.,,0,0,
Michael,Germany,Single Room,4 nights,Solo traveller,01-29-2024 00:00:00,Exceptional,10.0,de,"Sehr toller Ausblick, freundles Personal, sauber und gutes Frühstück. TOP 👍",Alles mega aber besonders der Ausblick 👍,"title: Exceptional. liked: Sehr toller Ausblick, freundles Personal, sauber und gutes Frühstück. TOP 👍. disliked: Alles mega aber besonders der Ausblick 👍.",,0,0,
Nancy,Ecuador,Double or Twin Room,1 night,Couple,01-28-2024 00:00:00,Tranquilo,8.0,es,"Excelente desayuno, camas confortables",La ubicación y las vistas,"title: Tranquilo. liked: Excelente desayuno, camas confortables. disliked: La ubicación y las vistas.",,0,0,
Doris,Ecuador,Double or Twin Room,1 night,Couple,01-25-2024 00:00:00,Volvería a hospedarme ahí 😊😊,10.0,es,Lo tranquilo del sector y la amabilidad de las personas que nos recibieron,,title: Volvería a hospedarme ahí 😊😊. liked: Lo tranquilo del sector y la amabilidad de las personas que nos recibieron.,,0,0,
Jutta,Germany,Single Room,1 night,Group,01-25-2024 00:00:00,"Vom Preis ,bestes Hostel",10.0,de,"Frühstück war super .Lage idyllisch und ruhig. Sind halt vom Centrum für 1,50 Dollar mit dem Taxi den steilen Berg hoch gefahren.",,"title: Vom Preis ,bestes Hostel. liked: Frühstück war super .Lage idyllisch und ruhig. Sind halt vom Centrum für 1,50 Dollar mit dem Taxi den steilen Berg hoch gefahren.",,0,0,
Cruz,Ecuador,Single Room,1 night,Solo traveller,01-21-2024 00:00:00,Superb,9.0,es,La tranquilidad en el lugar,No hubo shampoo en el baño,title: Superb. liked: La tranquilidad en el lugar. disliked: No hubo shampoo en el baño.,,0,0,
Serge,France,Quadruple Room,2 nights,Couple,01-21-2024 00:00:00,Exceptional,10.0,fr,La situation le personnel la propreté,RAS,title: Exceptional. liked: La situation le personnel la propreté. disliked: RAS.,,0,0,
Juline,France,Single Room,3 nights,Solo traveller,01-19-2024 00:00:00,Bon hébergement,9.0,fr,"La vue depuis la chambre est très sympa. J'ai beaucoup aimé le petit déjeuner, copieux et très bon (à payer en supplément). Service de laverie à un prix très intéressant.","Ce n'est pas le meilleur endroit pour rencontrer d'autres voyageurs. Peu d'espaces communs. La chambre n'est pas très grande mais cela ne m'a pas gêné. Comme mentionné dans beaucoup de commentaires, effectivement en haut d'une côte (rien d'étonnant en Équateur ^^)","title: Bon hébergement. liked: La vue depuis la chambre est très sympa. J'ai beaucoup aimé le petit déjeuner, copieux et très bon (à payer en supplément). Service de laverie à un prix très intéressant. disliked: Ce n'est pas le meilleur endroit pour rencontrer d'autres voyageurs. Peu d'espaces communs. La chambre n'est pas très grande mais cela ne m'a pas gêné. Comme mentionné dans beaucoup de commentaires, effectivement en haut d'une côte (rien d'étonnant en Équateur ^^)",,0,0,
Sylvia,Germany,Single Room,3 nights,Solo traveller,01-19-2024 00:00:00,Superb,9.0,de,Die Zimmer waren sehr schön und sauber und es gab einen schönen Garten wo man sich hinsetzen konnte .Das Frühstück war sehr gut.,Es lag oben am Berg dies ist in Banos ab üblich,title: Superb. liked: Die Zimmer waren sehr schön und sauber und es gab einen schönen Garten wo man sich hinsetzen konnte .Das Frühstück war sehr gut. disliked: Es lag oben am Berg dies ist in Banos ab üblich.,,0,0,
Diego,Ecuador,Double or Twin Room,2 nights,Couple,01-13-2024 00:00:00,Un excelente servicio y ubicación inmejorable,9.0,es,El sector donde se encuentra ubicado,La gerencia del alojamiento estaba distante. Recomiendo un trato más empresarial y personalizado,title: Un excelente servicio y ubicación inmejorable. liked: El sector donde se encuentra ubicado. disliked: La gerencia del alojamiento estaba distante. Recomiendo un trato más empresarial y personalizado.,,0,0,
Raquel,Switzerland,Single Room,1 night,Solo traveller,01-13-2024 00:00:00,Very good,8.0,de,Das Personal war sehr hilfreich und freundlich.,,title: Very good. liked: Das Personal war sehr hilfreich und freundlich.,,0,0,
Cyndie,Canada,Double or Twin Room,2 nights,Couple,01-11-2024 00:00:00,Un bon rapport qualité/prix!,8.0,fr,"L’emplacement proche du centre, la propreté de la chambre, la douche chaude. Le copieux petit déjeuner également.",La chambre était un peu bruyante et la connexion wifi n’était pas toujours très forte.,"title: Un bon rapport qualité/prix! liked: L’emplacement proche du centre, la propreté de la chambre, la douche chaude. Le copieux petit déjeuner également. disliked: La chambre était un peu bruyante et la connexion wifi n’était pas toujours très forte.",,1,0,
Alizée,France,Quadruple Room,1 night,Group,01-10-2024 00:00:00,Exceptional,10.0,fr,"Hôtel très bien situé à proximité du centre ville, au calme avec vue dégagée sur la ville et ses environs. Chambres très propres. Jardin soigné et agréable. Petit-déjeuner copieux et ultra-frais. Et surtout personnel chaleureux et très arrangeant. Je recommande.",,"title: Exceptional. liked: Hôtel très bien situé à proximité du centre ville, au calme avec vue dégagée sur la ville et ses environs. Chambres très propres. Jardin soigné et agréable. Petit-déjeuner copieux et ultra-frais. Et surtout personnel chaleureux et très arrangeant. Je recommande.",,0,0,
Jorge,Ecuador,Single Room,2 nights,Solo traveller,01-01-2024 00:00:00,Excelente,10.0,es,Todo,,title: Excelente. liked: Todo.,,0,0,
